CSDUID,CSD,Period,IndicatorSummaryDescription,Gender,UnitOfMeasure,OriginalValue
4807056,Irma,2006,Participation Rate,Both,,0.76100
4807056,Irma,2011,Participation Rate,Both,,0.83100
4807056,Irma,2016,Participation Rate,Both,,0.65100
4807056,Irma,2021,Participation Rate,Both,,0.66000
4807056,Irma,1981,Unemployment Rate,Female,,0.00000
4807056,Irma,1986,Unemployment Rate,Female,,0.18800
4807056,Irma,1991,Unemployment Rate,Female,,0.11800
4807056,Irma,1996,Unemployment Rate,Female,,0.00000
4807056,Irma,2001,Unemployment Rate,Female,,0.00000
4807056,Irma,2006,Unemployment Rate,Female,,0.00000
4807056,Irma,2011,Unemployment Rate,Female,,0.00000
4807056,Irma,2016,Unemployment Rate,Female,,0.00000
4807056,Irma,2021,Unemployment Rate,Female,,0.00000
4807056,Irma,1981,Unemployment Rate,Male,,0.09500
4807056,Irma,1986,Unemployment Rate,Male,,0.00000
4807056,Irma,1991,Unemployment Rate,Male,,0.00000
4807056,Irma,1996,Unemployment Rate,Male,,0.00000
4807056,Irma,2001,Unemployment Rate,Male,,0.00000
4807056,Irma,2006,Unemployment Rate,Male,,0.00000
4807056,Irma,2011,Unemployment Rate,Male,,0.00000
4807056,Irma,2016,Unemployment Rate,Male,,0.11400
4807056,Irma,2021,Unemployment Rate,Male,,0.00000
4807056,Irma,1981,Unemployment Rate,Both,,0.00000
4807056,Irma,1986,Unemployment Rate,Both,,0.06300
4807056,Irma,1991,Unemployment Rate,Both,,0.05300
4807056,Irma,1996,Unemployment Rate,Both,,0.04000
4807056,Irma,2001,Unemployment Rate,Both,,0.04300
4807056,Irma,2006,Unemployment Rate,Both,,0.00000
4807056,Irma,2011,Unemployment Rate,Both,,0.06200
4807056,Irma,2016,Unemployment Rate,Both,,0.08900
4807056,Irma,2021,Unemployment Rate,Both,,0.04000
4807056,Irma,1981,Employment Rate,Female,,0.37500
4807056,Irma,1986,Employment Rate,Female,,0.37143
4807056,Irma,1991,Employment Rate,Female,,0.40000
4807056,Irma,1996,Employment Rate,Female,,0.50000
4807056,Irma,2001,Employment Rate,Female,,0.51515
4807056,Irma,2006,Employment Rate,Female,,0.61765
4807056,Irma,2011,Employment Rate,Female,,0.79100
4807056,Irma,2016,Employment Rate,Female,,0.52600
4807056,Irma,2021,Employment Rate,Female,,0.60000
4807056,Irma,1981,Employment Rate,Male,,0.60606
4807056,Irma,1986,Employment Rate,Male,,0.81579
4807056,Irma,1991,Employment Rate,Male,,0.61765
4807056,Irma,1996,Employment Rate,Male,,0.81081
4807056,Irma,2001,Employment Rate,Male,,0.84848
4807056,Irma,2006,Employment Rate,Male,,0.81579
4807056,Irma,2011,Employment Rate,Male,,0.78800
4807056,Irma,2016,Employment Rate,Male,,0.64600
4807056,Irma,2021,Employment Rate,Male,,0.70000
4807056,Irma,1981,Employment Rate,Both,,0.47945
4807056,Irma,1986,Employment Rate,Both,,0.60274
4807056,Irma,1991,Employment Rate,Both,,0.50000
4807056,Irma,1996,Employment Rate,Both,,0.65333
4807056,Irma,2001,Employment Rate,Both,,0.68200
4807056,Irma,2006,Employment Rate,Both,,0.74600
4807056,Irma,2011,Employment Rate,Both,,0.77900
4807056,Irma,2016,Employment Rate,Both,,0.59300
4807056,Irma,2021,Employment Rate,Both,,0.64000
4808001,Red Deer County,1981,Participation Rate,Female,,0.53700
4808001,Red Deer County,1986,Participation Rate,Female,,0.60800
4808001,Red Deer County,1991,Participation Rate,Female,,0.71600
4808001,Red Deer County,1996,Participation Rate,Female,,0.74200
4808001,Red Deer County,2001,Participation Rate,Female,,0.70300
4808001,Red Deer County,2006,Participation Rate,Female,,0.69800
4808001,Red Deer County,2011,Participation Rate,Female,,0.68600
4808001,Red Deer County,2016,Participation Rate,Female,,0.66400
4808001,Red Deer County,2021,Participation Rate,Female,,0.63000
4808001,Red Deer County,1981,Participation Rate,Male,,0.86700
4808001,Red Deer County,1986,Participation Rate,Male,,0.84300
4808001,Red Deer County,1991,Participation Rate,Male,,0.87600
4808001,Red Deer County,1996,Participation Rate,Male,,0.84300
4808001,Red Deer County,2001,Participation Rate,Male,,0.83000
4808001,Red Deer County,2006,Participation Rate,Male,,0.83100
4808001,Red Deer County,2011,Participation Rate,Male,,0.80400
4808001,Red Deer County,2016,Participation Rate,Male,,0.78400
4808001,Red Deer County,2021,Participation Rate,Male,,0.74000
4808001,Red Deer County,1981,Participation Rate,Both,,0.71286
4808001,Red Deer County,1986,Participation Rate,Both,,0.73100
4808001,Red Deer County,1991,Participation Rate,Both,,0.79900
4808001,Red Deer County,1996,Participation Rate,Both,,0.79400
4808001,Red Deer County,2001,Participation Rate,Both,,0.76800
4808001,Red Deer County,2006,Participation Rate,Both,,0.76600
4808001,Red Deer County,2011,Participation Rate,Both,,0.74700
4808001,Red Deer County,2016,Participation Rate,Both,,0.72600
4808001,Red Deer County,2021,Participation Rate,Both,,0.68000
4808001,Red Deer County,1981,Unemployment Rate,Female,,0.04000
4808001,Red Deer County,1986,Unemployment Rate,Female,,0.07700
4808001,Red Deer County,1991,Unemployment Rate,Female,,0.05900
4808001,Red Deer County,1996,Unemployment Rate,Female,,0.04100
4808001,Red Deer County,2001,Unemployment Rate,Female,,0.03700
4808001,Red Deer County,2006,Unemployment Rate,Female,,0.03800
4808001,Red Deer County,2011,Unemployment Rate,Female,,0.05200
4808001,Red Deer County,2016,Unemployment Rate,Female,,0.05500
4808001,Red Deer County,2021,Unemployment Rate,Female,,0.07000
4808001,Red Deer County,1981,Unemployment Rate,Male,,0.01500
4808001,Red Deer County,1986,Unemployment Rate,Male,,0.05900
4808001,Red Deer County,1991,Unemployment Rate,Male,,0.03600
4808001,Red Deer County,1996,Unemployment Rate,Male,,0.05900
4808001,Red Deer County,2001,Unemployment Rate,Male,,0.02700
4808001,Red Deer County,2006,Unemployment Rate,Male,,0.01900
4808001,Red Deer County,2011,Unemployment Rate,Male,,0.04000
4808001,Red Deer County,2016,Unemployment Rate,Male,,0.11100
4808001,Red Deer County,2021,Unemployment Rate,Male,,0.10000
4808001,Red Deer County,1981,Unemployment Rate,Both,,0.02386
4808001,Red Deer County,1986,Unemployment Rate,Both,,0.06600
4808001,Red Deer County,1991,Unemployment Rate,Both,,0.04500
4808001,Red Deer County,1996,Unemployment Rate,Both,,0.05100
4808001,Red Deer County,2001,Unemployment Rate,Both,,0.03200
4808001,Red Deer County,2006,Unemployment Rate,Both,,0.02800
4808001,Red Deer County,2011,Unemployment Rate,Both,,0.04600
4808001,Red Deer County,2016,Unemployment Rate,Both,,0.08600
4808001,Red Deer County,2021,Unemployment Rate,Both,,0.09000
4808001,Red Deer County,1981,Employment Rate,Female,,0.51603
4808001,Red Deer County,1986,Employment Rate,Female,,0.56122
4808001,Red Deer County,1991,Employment Rate,Female,,0.67202
4808001,Red Deer County,1996,Employment Rate,Female,,0.71096
4808001,Red Deer County,2001,Employment Rate,Female,,0.67641
4808001,Red Deer County,2006,Employment Rate,Female,,0.67055
4808001,Red Deer County,2011,Employment Rate,Female,,0.65000
4808001,Red Deer County,2016,Employment Rate,Female,,0.62700
4808001,Red Deer County,2021,Employment Rate,Female,,0.59000
4808001,Red Deer County,1981,Employment Rate,Male,,0.85419
4808001,Red Deer County,1986,Employment Rate,Male,,0.79278
4808001,Red Deer County,1991,Employment Rate,Male,,0.84435
4808001,Red Deer County,1996,Employment Rate,Male,,0.79279
4808001,Red Deer County,2001,Employment Rate,Male,,0.80743
4808001,Red Deer County,2006,Employment Rate,Male,,0.81486
4808001,Red Deer County,2011,Employment Rate,Male,,0.77200
4808001,Red Deer County,2016,Employment Rate,Male,,0.69800
4808001,Red Deer County,2021,Employment Rate,Male,,0.67000
4808001,Red Deer County,1981,Employment Rate,Both,,0.69585
4808001,Red Deer County,1986,Employment Rate,Both,,0.68268
4808001,Red Deer County,1991,Employment Rate,Both,,0.76223
4808001,Red Deer County,1996,Employment Rate,Both,,0.75389
4808001,Red Deer County,2001,Employment Rate,Both,,0.74400
4808001,Red Deer County,2006,Employment Rate,Both,,0.74400
4808001,Red Deer County,2011,Employment Rate,Both,,0.71300
4808001,Red Deer County,2016,Employment Rate,Both,,0.66300
4808001,Red Deer County,2021,Employment Rate,Both,,0.63000
4808002,Elnora,1981,Participation Rate,Female,,0.25000
4808002,Elnora,1986,Participation Rate,Female,,0.66700
4808002,Elnora,1991,Participation Rate,Female,,0.40000
4808002,Elnora,1996,Participation Rate,Female,,0.40900
4808002,Elnora,2001,Participation Rate,Female,,0.34800
4808002,Elnora,2006,Participation Rate,Female,,0.45800
4808002,Elnora,2011,Participation Rate,Female,,0.42300
4808002,Elnora,2016,Participation Rate,Female,,0.26100
4808002,Elnora,2021,Participation Rate,Female,,0.63000
4808002,Elnora,1981,Participation Rate,Male,,0.42100
4808002,Elnora,1986,Participation Rate,Male,,0.70000
4808002,Elnora,1991,Participation Rate,Male,,0.57900
4808002,Elnora,1996,Participation Rate,Male,,0.81200
4808002,Elnora,2001,Participation Rate,Male,,0.68000
4808002,Elnora,2006,Participation Rate,Male,,0.61900
4808002,Elnora,2011,Participation Rate,Male,,0.52400
4808002,Elnora,2016,Participation Rate,Male,,0.31000
4808002,Elnora,2021,Participation Rate,Male,,0.68000
4808002,Elnora,1981,Participation Rate,Both,,0.31579
4808002,Elnora,1986,Participation Rate,Both,,0.65900
4808002,Elnora,1991,Participation Rate,Both,,0.48700
4808002,Elnora,1996,Participation Rate,Both,,0.60500
4808002,Elnora,2001,Participation Rate,Both,,0.54200
4808002,Elnora,2006,Participation Rate,Both,,0.52200
4808002,Elnora,2011,Participation Rate,Both,,0.46800
4808002,Elnora,2016,Participation Rate,Both,,0.26900
4808002,Elnora,2021,Participation Rate,Both,,0.66000
4808002,Elnora,1981,Unemployment Rate,Female,,0.00000
4808002,Elnora,1986,Unemployment Rate,Female,,0.07100
4808002,Elnora,1991,Unemployment Rate,Female,,0.37500
4808002,Elnora,1996,Unemployment Rate,Female,,0.00000
4808002,Elnora,2001,Unemployment Rate,Female,,0.00000
4808002,Elnora,2006,Unemployment Rate,Female,,0.00000
4808002,Elnora,2011,Unemployment Rate,Female,,0.00000
4808002,Elnora,2016,Unemployment Rate,Female,,0.00000
4808002,Elnora,2021,Unemployment Rate,Female,,0.00000
4808002,Elnora,1981,Unemployment Rate,Male,,0.00000
4808002,Elnora,1986,Unemployment Rate,Male,,0.28600
4808002,Elnora,1991,Unemployment Rate,Male,,0.00000
4808002,Elnora,1996,Unemployment Rate,Male,,0.00000
4808002,Elnora,2001,Unemployment Rate,Male,,0.29400
4808002,Elnora,2006,Unemployment Rate,Male,,0.00000
4808002,Elnora,2011,Unemployment Rate,Male,,0.00000
4808002,Elnora,2016,Unemployment Rate,Male,,0.22200
4808002,Elnora,2021,Unemployment Rate,Male,,0.10000
4808002,Elnora,1981,Unemployment Rate,Both,,0.00000
4808002,Elnora,1986,Unemployment Rate,Both,,0.22200
4808002,Elnora,1991,Unemployment Rate,Both,,0.15800
4808002,Elnora,1996,Unemployment Rate,Both,,0.00000
4808002,Elnora,2001,Unemployment Rate,Both,,0.19200
4808002,Elnora,2006,Unemployment Rate,Both,,0.00000
4808002,Elnora,2011,Unemployment Rate,Both,,0.00000
4808002,Elnora,2016,Unemployment Rate,Both,,0.14300
4808002,Elnora,2021,Unemployment Rate,Both,,0.05000
4808002,Elnora,1981,Employment Rate,Female,,0.31579
4808002,Elnora,1986,Employment Rate,Female,,0.52381
4808002,Elnora,1991,Employment Rate,Female,,0.25000
4808002,Elnora,1996,Employment Rate,Female,,0.40909
4808002,Elnora,2001,Employment Rate,Female,,0.34783
4808002,Elnora,2006,Employment Rate,Female,,0.45833
4808002,Elnora,2011,Employment Rate,Female,,0.46200
4808002,Elnora,2016,Employment Rate,Female,,0.26100
4808002,Elnora,2021,Employment Rate,Female,,0.63000
4808002,Elnora,1981,Employment Rate,Male,,0.36842
4808002,Elnora,1986,Employment Rate,Male,,0.55000
4808002,Elnora,1991,Employment Rate,Male,,0.52632
4808002,Elnora,1996,Employment Rate,Male,,0.87500
4808002,Elnora,2001,Employment Rate,Male,,0.48000
4808002,Elnora,2006,Employment Rate,Male,,0.61905
4808002,Elnora,2011,Employment Rate,Male,,0.52400
4808002,Elnora,2016,Employment Rate,Male,,0.24100
4808002,Elnora,2021,Employment Rate,Male,,0.61000
4808002,Elnora,1981,Employment Rate,Both,,0.34211
4808002,Elnora,1986,Employment Rate,Both,,0.53659
4808002,Elnora,1991,Employment Rate,Both,,0.41026
4808002,Elnora,1996,Employment Rate,Both,,0.60526
4808002,Elnora,2001,Employment Rate,Both,,0.41700
4808002,Elnora,2006,Employment Rate,Both,,0.50000
4808002,Elnora,2011,Employment Rate,Both,,0.48900
4808002,Elnora,2016,Employment Rate,Both,,0.25000
4808002,Elnora,2021,Employment Rate,Both,,0.63000
4805009,Milo,1981,Participation Rate,Female,,0.25000
4805009,Milo,1986,Participation Rate,Female,,0.54500
4805009,Milo,1991,Participation Rate,Female,,0.40000
4805009,Milo,1996,Participation Rate,Female,,0.55600
4805009,Milo,2001,Participation Rate,Female,,0.72700
4805009,Milo,2006,Participation Rate,Female,,0.50000
4805009,Milo,2011,Participation Rate,Female,,0.57100
4805009,Milo,2016,Participation Rate,Female,,0.54500
4805009,Milo,2021,Participation Rate,Female,,0.63000
4805009,Milo,1981,Participation Rate,Male,,0.37500
4805009,Milo,1986,Participation Rate,Male,,0.75000
4805009,Milo,1991,Participation Rate,Male,,0.66700
4805009,Milo,1996,Participation Rate,Male,,0.50000
4805009,Milo,2001,Participation Rate,Male,,0.81800
4805009,Milo,2006,Participation Rate,Male,,0.87500
4805009,Milo,2011,Participation Rate,Male,,0.53800
4805009,Milo,2016,Participation Rate,Male,,0.57100
4805009,Milo,2021,Participation Rate,Male,,0.88000
4805009,Milo,1981,Participation Rate,Both,,0.33333
4805009,Milo,1986,Participation Rate,Both,,0.63200
4805009,Milo,1991,Participation Rate,Both,,0.53300
4805009,Milo,1996,Participation Rate,Both,,0.55600
4805009,Milo,2001,Participation Rate,Both,,0.72700
4805009,Milo,2006,Participation Rate,Both,,0.62500
4805009,Milo,2011,Participation Rate,Both,,0.57700
4805009,Milo,2016,Participation Rate,Both,,0.55600
4805009,Milo,2021,Participation Rate,Both,,0.69000
4805009,Milo,1981,Unemployment Rate,Female,,0.00000
4805009,Milo,1986,Unemployment Rate,Female,,0.00000
4805009,Milo,1991,Unemployment Rate,Female,,0.00000
4805009,Milo,1996,Unemployment Rate,Female,,0.40000
4805009,Milo,2001,Unemployment Rate,Female,,0.00000
4805009,Milo,2006,Unemployment Rate,Female,,0.00000
4805009,Milo,2011,Unemployment Rate,Female,,0.00000
4805009,Milo,2016,Unemployment Rate,Female,,0.00000
4805009,Milo,2021,Unemployment Rate,Female,,0.00000
4805009,Milo,1981,Unemployment Rate,Male,,0.00000
4805009,Milo,1986,Unemployment Rate,Male,,0.16700
4805009,Milo,1991,Unemployment Rate,Male,,0.00000
4805009,Milo,1996,Unemployment Rate,Male,,0.00000
4805009,Milo,2001,Unemployment Rate,Male,,0.00000
4805009,Milo,2006,Unemployment Rate,Male,,0.00000
4805009,Milo,2011,Unemployment Rate,Male,,0.00000
4805009,Milo,2016,Unemployment Rate,Male,,0.00000
4805009,Milo,2021,Unemployment Rate,Male,,0.00000
4805009,Milo,1981,Unemployment Rate,Both,,0.00000
4805009,Milo,1986,Unemployment Rate,Both,,0.08300
4805009,Milo,1991,Unemployment Rate,Both,,0.00000
4805009,Milo,1996,Unemployment Rate,Both,,0.20000
4805009,Milo,2001,Unemployment Rate,Both,,0.00000
4805009,Milo,2006,Unemployment Rate,Both,,0.00000
4805009,Milo,2011,Unemployment Rate,Both,,0.00000
4805009,Milo,2016,Unemployment Rate,Both,,0.00000
4805009,Milo,2021,Unemployment Rate,Both,,0.00000
4805009,Milo,1981,Employment Rate,Female,,0.25000
4805009,Milo,1986,Employment Rate,Female,,0.54545
4805009,Milo,1991,Employment Rate,Female,,0.40000
4805009,Milo,1996,Employment Rate,Female,,0.55556
4805009,Milo,2001,Employment Rate,Female,,0.63636
4805009,Milo,2006,Employment Rate,Female,,0.50000
4805009,Milo,2011,Employment Rate,Female,,0.50000
4805009,Milo,2016,Employment Rate,Female,,0.54500
4805009,Milo,2021,Employment Rate,Female,,0.50000
4805009,Milo,1981,Employment Rate,Male,,0.42857
4805009,Milo,1986,Employment Rate,Male,,0.75000
4805009,Milo,1991,Employment Rate,Male,,0.66667
4805009,Milo,1996,Employment Rate,Male,,0.50000
4805009,Milo,2001,Employment Rate,Male,,0.72727
4805009,Milo,2006,Employment Rate,Male,,0.87500
4805009,Milo,2011,Employment Rate,Male,,0.61500
4805009,Milo,2016,Employment Rate,Male,,0.42900
4805009,Milo,2021,Employment Rate,Male,,0.75000
4805009,Milo,1981,Employment Rate,Both,,0.33333
4805009,Milo,1986,Employment Rate,Both,,0.63158
4805009,Milo,1991,Employment Rate,Both,,0.60000
4805009,Milo,1996,Employment Rate,Both,,0.50000
4805009,Milo,2001,Employment Rate,Both,,0.72700
4805009,Milo,2006,Employment Rate,Both,,0.62500
4805009,Milo,2011,Employment Rate,Both,,0.57700
4805009,Milo,2016,Employment Rate,Both,,0.50000
4805009,Milo,2021,Employment Rate,Both,,0.63000
4805011,Arrowwood,1981,Participation Rate,Female,,0.20000
4805011,Arrowwood,1986,Participation Rate,Female,,0.30000
4805011,Arrowwood,1991,Participation Rate,Female,,0.70000
4805011,Arrowwood,1996,Participation Rate,Female,,0.46200
4805011,Arrowwood,2001,Participation Rate,Female,,0.21400
4805011,Arrowwood,2006,Participation Rate,Female,,0.53300
4805011,Arrowwood,2011,Participation Rate,Female,,0.00000
4805011,Arrowwood,2016,Participation Rate,Female,,0.57900
4805011,Arrowwood,2021,Participation Rate,Female,,0.23000
4805011,Arrowwood,1981,Participation Rate,Male,,0.75000
4805011,Arrowwood,1986,Participation Rate,Male,,0.58300
4805011,Arrowwood,1991,Participation Rate,Male,,0.85700
4805011,Arrowwood,1996,Participation Rate,Male,,0.72700
4805011,Arrowwood,2001,Participation Rate,Male,,0.78600
4805011,Arrowwood,2006,Participation Rate,Male,,0.92300
4805011,Arrowwood,2011,Participation Rate,Male,,0.00000
4805011,Arrowwood,2016,Participation Rate,Male,,0.69200
4805011,Arrowwood,2021,Participation Rate,Male,,0.69000
4805011,Arrowwood,1981,Participation Rate,Both,,0.50000
4805011,Arrowwood,1986,Participation Rate,Both,,0.47600
4805011,Arrowwood,1991,Participation Rate,Both,,0.77800
4805011,Arrowwood,1996,Participation Rate,Both,,0.60900
4805011,Arrowwood,2001,Participation Rate,Both,,0.46400
4805011,Arrowwood,2006,Participation Rate,Both,,0.71400
4805011,Arrowwood,2011,Participation Rate,Both,,0.70000
4805011,Arrowwood,2016,Participation Rate,Both,,0.61300
4805011,Arrowwood,2021,Participation Rate,Both,,0.47000
4805011,Arrowwood,1981,Unemployment Rate,Female,,0.00000
4805011,Arrowwood,1986,Unemployment Rate,Female,,0.00000
4805011,Arrowwood,1991,Unemployment Rate,Female,,0.28600
4805011,Arrowwood,1996,Unemployment Rate,Female,,0.00000
4805011,Arrowwood,2001,Unemployment Rate,Female,,0.00000
4805011,Arrowwood,2006,Unemployment Rate,Female,,0.00000
4805011,Arrowwood,2011,Unemployment Rate,Female,,0.00000
4805011,Arrowwood,2016,Unemployment Rate,Female,,0.00000
4805011,Arrowwood,2021,Unemployment Rate,Female,,0.00000
4805011,Arrowwood,1981,Unemployment Rate,Male,,0.00000
4805011,Arrowwood,1986,Unemployment Rate,Male,,0.00000
4805011,Arrowwood,1991,Unemployment Rate,Male,,0.00000
